prefix,paramfile,duplication rate,loss rate,p,qratio,r,outgroup,q1,q2,q3,sco,lsd,lsdonly,replicate
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,True, False, True, 86
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,True, False, True, 87
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,True, False, True, 88
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0.5, 0.25, 0.25,False, False, False, 89
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 1, 0,True, False, True, 90
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,True, False, True, 91
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,False, False, True, 92
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,False, True, True, 93
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0.5, 0, 0.5,False, False, False, 94
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,True, False, True, 95
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0.5, 0.5,False, False, False, 96
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,False, False, False, 97
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 1, 0,True, False, True, 98
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 1, 0,True, False, True, 99
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0.5, 0.5,False, False, False, 100
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0.5, 0.5,False, False, False, 101
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 1, 0,True, False, True, 102
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,True, False, True, 103
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,True, False, True, 104
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,False, True, True, 105
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,True, False, True, 106
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,True, False, True, 107
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,False, True, True, 108
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0.5, 0.5,False, False, False, 109
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0.5, 0.5, 0,False, True, False, 110
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 1, 0,True, False, True, 111
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,True, False, True, 112
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,False, False, False, 113
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,True, False, True, 114
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,True, False, True, 115
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 1, 0,True, False, True, 116
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,True, False, True, 117
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 1, 0,True, False, True, 118
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0.5, 0.5,False, False, False, 119
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0.5, 0.5, 0,False, False, False, 120
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,True, False, True, 121
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,False, False, True, 122
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,True, False, True, 123
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 1, 0,True, False, True, 124
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0.67, 0.17, 0.17,False, True, False, 125
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,0, 0, 1,True, False, True, 126
figure1b, config_files/config_figure1b.txt, 5e-07, 0.0,250000.0, 80.0, 100000.0, None,1, 0, 0,False, True, True, 127
