prefix,paramfile,duplication rate,loss rate,p,qratio,r,outgroup,q1,q2,q3,sco,lsd,lsdonly,replicate
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,100000.0,None,0.000000,0.000000,1.000000,True,False,True,1
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,100000.0,None,0.000000,0.000000,1.000000,False,True,True,2
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,100000.0,None,0.000000,1.000000,0.000000,False,True,True,3
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,100000.0,None,0.000000,1.000000,0.000000,True,False,True,4
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,100000.0,None,0.000000,0.000000,1.000000,False,False,False,5
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,100000.0,None,0.000000,1.000000,0.000000,False,False,True,6
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,100000.0,None,0.000000,1.000000,0.000000,False,False,False,7
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,100000.0,None,1.000000,0.000000,0.000000,False,True,False,8
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,100000.0,None,0.000000,1.000000,0.000000,True,False,True,9
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,100000.0,None,0.000000,1.000000,0.000000,False,False,False,10
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,200000.0,None,0.000000,1.000000,0.000000,True,False,True,1
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,200000.0,None,1.000000,0.000000,0.000000,True,False,True,2
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,200000.0,None,1.000000,0.000000,0.000000,False,True,True,3
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,200000.0,None,0.000000,1.000000,0.000000,False,True,True,4
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,200000.0,None,1.000000,0.000000,0.000000,False,False,False,5
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,200000.0,None,1.000000,0.000000,0.000000,False,True,True,6
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,200000.0,None,1.000000,0.000000,0.000000,False,True,False,7
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,200000.0,None,0.500000,0.500000,0.000000,False,False,False,8
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,200000.0,None,0.571429,0.428571,0.000000,False,True,False,9
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,200000.0,None,1.000000,0.000000,0.000000,True,False,True,10
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,300000.0,None,1.000000,0.000000,0.000000,False,True,True,1
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,300000.0,None,1.000000,0.000000,0.000000,False,True,False,2
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,300000.0,None,1.000000,0.000000,0.000000,True,False,True,3
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,300000.0,None,1.000000,0.000000,0.000000,False,True,True,4
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,300000.0,None,1.000000,0.000000,0.000000,False,True,False,5
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,300000.0,None,1.000000,0.000000,0.000000,True,False,True,6
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,300000.0,None,1.000000,0.000000,0.000000,False,True,True,7
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,300000.0,None,1.000000,0.000000,0.000000,False,True,True,8
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,300000.0,None,1.000000,0.000000,0.000000,False,True,True,9
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,300000.0,None,1.000000,0.000000,0.000000,False,True,False,10
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,400000.0,None,1.000000,0.000000,0.000000,True,False,True,1
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,400000.0,None,1.000000,0.000000,0.000000,False,False,True,2
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,400000.0,None,1.000000,0.000000,0.000000,False,False,False,3
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,400000.0,None,1.000000,0.000000,0.000000,False,False,False,4
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,400000.0,None,1.000000,0.000000,0.000000,False,True,True,5
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,400000.0,None,1.000000,0.000000,0.000000,False,True,True,6
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,400000.0,None,1.000000,0.000000,0.000000,False,True,True,7
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,400000.0,None,1.000000,0.000000,0.000000,False,True,False,8
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,400000.0,None,1.000000,0.000000,0.000000,False,False,False,9
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,400000.0,None,1.000000,0.000000,0.000000,False,True,True,10
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,500000.0,None,1.000000,0.000000,0.000000,False,True,True,1
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,500000.0,None,1.000000,0.000000,0.000000,True,False,True,2
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,500000.0,None,1.000000,0.000000,0.000000,False,True,True,3
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,500000.0,None,1.000000,0.000000,0.000000,False,True,False,4
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,500000.0,None,1.000000,0.000000,0.000000,False,False,True,5
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,500000.0,None,1.000000,0.000000,0.000000,False,True,False,6
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,500000.0,None,1.000000,0.000000,0.000000,False,True,False,7
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,500000.0,None,1.000000,0.000000,0.000000,True,False,True,8
varyqr_mp,config_files/config_varyqr_mp.txt,1e-06,0.0,250000.0,10.0,500000.0,None,1.000000,0.000000,0.000000,False,False,False,9
